GEO_NAME,Arab,Black,Chinese,Filipino,Japanese,Korean,Latin American,Multiple Indigenous ancestries (only),Multiple Indigenous and non-Indigenous ancestries,Multiple visible minorities,Single Indigenous ancestry (only),Single Indigenous and non-Indigenous ancestries,South Asian,Southeast Asian,"Visible minority, n.i.e.",West Asian
"Vancouver, City (CY)",3785.0,8515.0,168385.0,38605.0,10990.0,10895.0,18080.0,34.0,157.0,14585.0,2687.5,5440.0,44850.0,20585.0,3240.0,12100.0
"Vanscoy No. 345, Rural municipality (RM)",0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,26.25,106.25,0.0,0.0,0.0,0.0
"Vanscoy, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
"Varennes, Ville (V)",180.0,315.0,90.0,25.0,0.0,0.0,85.0,6.0,0.0,45.0,78.75,272.5,15.0,70.0,10.0,50.0
"Vaudreuil-Dorion, Ville (V)",1660.0,2515.0,455.0,1190.0,70.0,25.0,1125.0,8.0,6.0,460.0,112.5,377.5,4110.0,340.0,130.0,215.0
"Vaudreuil-sur-le-Lac, Village (VL)",30.0,45.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,120.0,0.0,0.0,0.0
"Vaughan, City (CY)",4735.0,10510.0,26815.0,8935.0,275.0,6765.0,8320.0,0.0,5.0,5695.0,53.75,320.0,35890.0,7985.0,3845.0,12890.0
"Verchères, Municipalité (MÉ)",10.0,125.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,25.0,62.5,0.0,0.0,0.0,0.0
Vernon,185.0,375.0,595.0,565.0,485.0,110.0,255.0,27.0,29.0,120.0,767.5,1795.0,1305.0,325.0,65.0,40.0
"Vernon, City (CY)",160.0,305.0,410.0,490.0,325.0,110.0,205.0,20.0,24.0,100.0,422.5,1226.25,1040.0,235.0,55.0,30.0
Victoria,1980.0,5085.0,17385.0,8530.0,3310.0,2330.0,3940.0,45.0,253.0,2345.0,3112.5,7852.5,13720.0,3805.0,825.0,1525.0
"Victoria, City (CY)",680.0,1510.0,3075.0,2340.0,895.0,675.0,1120.0,6.0,70.0,590.0,586.25,1942.5,2540.0,780.0,210.0,445.0
Victoriaville,355.0,500.0,115.0,25.0,0.0,0.0,610.0,4.0,0.0,60.0,387.5,395.0,15.0,90.0,10.0,0.0
"Victoriaville, Ville (V)",355.0,485.0,115.0,25.0,0.0,0.0,580.0,4.0,0.0,60.0,346.25,327.5,15.0,90.0,10.0,0.0
"View Royal, Town (T)",50.0,205.0,470.0,175.0,115.0,30.0,100.0,0.0,20.0,15.0,77.5,282.5,655.0,95.0,15.0,55.0
"Wabamun 133A, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.75,5.0,0.0,0.0,0.0,0.0
"Wahnapitei 11, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,10.0,0.0,0.0,0.0,0.0
"Wahpaton 94A, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,137.5,5.0,0.0,0.0,0.0,0.0
"Wainfleet, Township (TP)",0.0,30.0,15.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,18.75,116.25,10.0,0.0,15.0,0.0
"Waiwakum 14, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,10.0,0.0,0.0,0.0,0.0
"Wallace No. 243, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.5,0.0,0.0,0.0,0.0
"Warburg, Village (VL)",0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,32.5,0.0,0.0,0.0,0.0
"Warfield, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,65.0,15.0,0.0,0.0,0.0
"Warman, City (CY)",0.0,150.0,25.0,165.0,0.0,0.0,30.0,8.0,0.0,0.0,197.5,518.75,170.0,0.0,0.0,0.0
"Warren Grove, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasaga Beach,10.0,285.0,110.0,175.0,10.0,35.0,175.0,0.0,10.0,80.0,105.0,361.25,260.0,15.0,75.0,35.0
"Wasaga Beach, Town (T)",10.0,285.0,110.0,175.0,10.0,35.0,175.0,0.0,10.0,80.0,105.0,361.25,260.0,15.0,75.0,35.0
"Waterloo, City (CY)",3155.0,3660.0,10870.0,1140.0,520.0,1645.0,2250.0,17.0,30.0,1130.0,166.25,961.25,12680.0,1670.0,735.0,2005.0
"Waterville, Ville (V)",0.0,25.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,47.5,0.0,0.0,0.0,0.0
"Welland, City (CY)",200.0,1430.0,265.0,370.0,70.0,235.0,695.0,4.0,20.0,220.0,295.0,1218.75,855.0,275.0,90.0,50.0
"Wells, District municipality (DM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
"Wendake, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,546.25,188.75,0.0,0.0,0.0,0.0
"West Kelowna, City (CY)",30.0,320.0,380.0,385.0,210.0,75.0,265.0,4.0,26.0,60.0,276.25,848.75,590.0,135.0,85.0,95.0
"West River, Rural municipality (RM)",0.0,10.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,17.5,48.75,0.0,10.0,0.0,0.0
"West St. Paul, Rural municipality (RM)",0.0,105.0,20.0,225.0,0.0,0.0,35.0,3.0,14.0,45.0,80.0,241.25,495.0,25.0,15.0,20.0
"West Vancouver, District municipality (DM)",280.0,185.0,8780.0,465.0,465.0,745.0,430.0,0.0,4.0,465.0,36.25,227.5,1405.0,305.0,205.0,5030.0
"Westfield, Parish (P)",0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.75,0.0,0.0,0.0,0.0
"Westmount, Ville (V)",575.0,355.0,1185.0,115.0,85.0,285.0,235.0,0.0,0.0,160.0,8.75,68.75,300.0,285.0,30.0,330.0
"Westville, Town (T)",0.0,15.0,0.0,55.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,58.75,0.0,0.0,10.0,0.0
Wetaskiwin,120.0,135.0,100.0,960.0,0.0,0.0,60.0,4.0,17.0,55.0,652.5,436.25,180.0,20.0,0.0,0.0
"Wetaskiwin, City (CY)",120.0,135.0,100.0,960.0,0.0,0.0,60.0,4.0,17.0,55.0,652.5,436.25,180.0,20.0,0.0,0.0
Weyburn,35.0,180.0,70.0,555.0,20.0,20.0,30.0,0.0,0.0,25.0,63.75,223.75,425.0,75.0,0.0,0.0
"Weyburn No. 67, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
"Weyburn, City (CY)",35.0,180.0,70.0,545.0,20.0,20.0,30.0,0.0,0.0,25.0,61.25,205.0,425.0,75.0,0.0,0.0
"Whispering Pines 4, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.5,0.0,0.0,0.0,0.0
"Whitby, Town (T)",1350.0,12395.0,4910.0,3570.0,325.0,520.0,1655.0,0.0,20.0,2550.0,225.0,1387.5,16365.0,660.0,1870.0,2155.0
"Whitchurch-Stouffville, Town (T)",535.0,1385.0,9250.0,1350.0,170.0,265.0,535.0,0.0,0.0,1200.0,31.25,222.5,6830.0,345.0,350.0,640.0
"White City, Town (T)",0.0,0.0,25.0,0.0,0.0,0.0,10.0,0.0,0.0,25.0,16.25,61.25,175.0,0.0,0.0,0.0
"White Rock, City (CY)",55.0,265.0,1600.0,490.0,135.0,165.0,250.0,6.0,10.0,185.0,75.0,292.5,1575.0,90.0,45.0,55.0
"Whitecap, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,193.75,37.5,0.0,0.0,0.0,0.0
"Whitefish Lake 6, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.75,35.0,0.0,0.0,0.0,0.0
"Whitehead, Rural municipality (RM)",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.75,21.25,25.0,0.0,0.0,0.0
Whitehorse,15.0,525.0,565.0,1830.0,165.0,90.0,220.0,65.0,31.0,140.0,1067.5,1557.5,980.0,155.0,15.0,20.0
"Whitehorse, City (CY)",20.0,520.0,540.0,1820.0,165.0,80.0,215.0,50.0,31.0,140.0,940.0,1365.0,975.0,150.0,15.0,20.0
"Whitehorse, Unorganized, Unorganized (NO)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.0,0.0,0.0,0.0
"Wickham, Municipalité (MÉ)",0.0,15.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,7.5,50.0,0.0,0.0,0.0,0.0
Williams Lake,0.0,80.0,95.0,185.0,80.0,45.0,85.0,17.0,27.0,115.0,1442.5,1217.5,450.0,95.0,15.0,0.0
"Williams Lake 1, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.25,17.5,0.0,0.0,0.0,0.0
"Williams Lake, City (CY)",0.0,45.0,70.0,145.0,60.0,45.0,50.0,6.0,18.0,45.0,761.25,558.75,425.0,50.0,10.0,0.0
"Wilmot, Township (TP)",30.0,115.0,65.0,45.0,10.0,35.0,115.0,0.0,0.0,50.0,30.0,280.0,240.0,130.0,70.0,15.0
"Wilton No. 472, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,20.0,0.0,0.0,0.0,0.0
Windsor,25885.0,16325.0,8790.0,4610.0,280.0,690.0,6565.0,24.0,132.0,3390.0,1482.5,6375.0,20585.0,5310.0,1205.0,4575.0
"Windsor, City (CY)",21360.0,13275.0,6825.0,3205.0,120.0,430.0,3500.0,20.0,84.0,2590.0,940.0,3436.25,16135.0,3720.0,870.0,3975.0
Winkler,125.0,285.0,55.0,815.0,0.0,70.0,345.0,0.0,8.0,10.0,272.5,377.5,475.0,35.0,0.0,50.0
"Winkler, City (CY)",95.0,170.0,20.0,360.0,0.0,55.0,160.0,0.0,8.0,0.0,125.0,147.5,365.0,10.0,0.0,40.0
Winnipeg,7155.0,40925.0,23030.0,84225.0,1620.0,3870.0,9155.0,581.0,1027.0,7705.0,21926.25,28322.5,63810.0,10475.0,2890.0,3330.0
"Winnipeg, City (CY)",7035.0,40085.0,22745.0,83305.0,1520.0,3825.0,8910.0,554.0,920.0,7380.0,20537.5,24216.25,62460.0,10285.0,2800.0,3280.0
"Winsloe North, Fire district (FD)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Witless Bay, Town (T)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.25,0.0,0.0,0.0,0.0
Wood Buffalo,1290.0,4825.0,740.0,5940.0,35.0,90.0,645.0,100.0,121.0,450.0,2775.0,2446.25,4770.0,425.0,200.0,215.0
"Wood Buffalo, Specialized municipality (SM)",1290.0,4825.0,740.0,5935.0,35.0,90.0,645.0,94.0,119.0,450.0,2102.5,2401.25,4770.0,425.0,200.0,215.0
Woodstock,140.0,930.0,280.0,350.0,75.0,125.0,415.0,6.0,4.0,235.0,201.25,610.0,3165.0,305.0,160.0,115.0
"Woodstock, City (CY)",140.0,930.0,280.0,350.0,75.0,125.0,415.0,6.0,4.0,235.0,201.25,610.0,3165.0,305.0,160.0,115.0
"Woolwich, Township (TP)",165.0,275.0,240.0,135.0,45.0,50.0,180.0,0.0,0.0,135.0,16.25,186.25,850.0,335.0,65.0,25.0
"Wôlinak, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,27.5,0.0,0.0,0.0,0.0
"Yakweakwioose 12, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0
"Yamachiche, Municipalité (MÉ)",20.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,21.25,0.0,0.0,0.0,0.0
Yellowknife,190.0,875.0,255.0,1375.0,85.0,45.0,90.0,66.0,68.0,125.0,1382.5,927.5,615.0,270.0,30.0,25.0
"Yellowknife, City (CY)",190.0,875.0,255.0,1375.0,85.0,45.0,90.0,66.0,68.0,125.0,1382.5,927.5,615.0,270.0,30.0,25.0
"York, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yorkton,15.0,380.0,110.0,1140.0,10.0,20.0,60.0,12.0,4.0,30.0,632.5,532.5,635.0,15.0,30.0,35.0
"Yorkton, City (CY)",15.0,345.0,100.0,1105.0,0.0,20.0,40.0,12.0,0.0,30.0,590.0,421.25,635.0,15.0,30.0,35.0
"qathet B, Regional district electoral area (RDA)",0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,46.25,0.0,0.0,0.0,0.0
"qathet C, Regional district electoral area (RDA)",0.0,0.0,10.0,35.0,25.0,0.0,10.0,0.0,4.0,0.0,21.25,71.25,0.0,0.0,0.0,0.0
